id,image_title_vernacular,image_title_latin,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,first_coronation,coronation_dates,strongest_evidence,popes,legates,confidence,source_count
notre-dame-de-joie-pontivy,Notre-Dame de Joie,Pervetusta Beatae Mariae Virginis de Gaudio Icon,Blessed Virgin Mary,Ecclesia paroecialis B. M. V. de Gaudio (Notre-Dame de Joie),Pontivy,Venetensis,Vannes,France,1951,1951,retrospective_attestation,Ioannes PP. XXIII,,high,1
notre-dame-du-grand-pouvoir-perigueux,Notre Dame Du Grand Pouvoir,,Blessed Virgin Mary,Couvent de Sainte-Ursule,Périgueux,,,France,1892-05-24,1892-05-24,chapter_decree,,,medium,1
notre-dame-de-la-delivrance-quentin,Notre-Dame de la Délivrance,Beata Maria Virgo de la Délivrance,Blessed Virgin Mary,Sanctuarium/templum paroeciale B. M. V. de la Délivrance,Quentin,Briocensis,Saint-Brieuc,France,,,papal_legate_deputation,Pius PP. XI,"Franciscus M. Serrand, Episcopus Briocensis",high,1
notre-dame-des-miracles-et-vertus-rennes,Notre-Dame des Miracles et Vertus,Simulacrum B. Mariae Virginis de Miraculis et Virtutibus,Blessed Virgin Mary,Ecclesia parochialis S. Albini Ep. et Conf. ac B. M. V. de Bonis Nuntiis,Rennes,Rhedonensis,Rennes,France,1908,1908,retrospective_attestation,Benedictus PP. XV,,high,2
notre-dame-de-bon-secours-rouen-rothomagum,Notre-Dame de Bon-Secours,simulacrum B. Mariae Virginis a Bono Succursu (cum Infante Iesu),Blessed Virgin Mary,Ecclesia parochialis B. Mariae Virginis a Bono Succursu (sanctuarium Mariale),Rouen (Rothomagum),Rothomagensis,Rouen,France,1880-05-24,1880-05-24,retrospective_attestation,Benedictus PP. XV,"S. R. E. Cardinalis de Bonnechose, Rothomagensium antistes",high,1
notre-dame-du-saint-cordon-valenciennes,Notre-Dame du Saint-Cordon,Beata Maria Virgo de Funiculo,Blessed Virgin Mary,Ecclesia paroecialis (curialis) B. M. V. de Funiculo,Valenciennes,Cameracensis,Cambrai,France,,,retrospective_attestation,Pius PP. XI,,high,1
notre-dame-de-verdelais-verdelais,Notre-Dame de Verdelais,"statua Beatae Mariae Virginis, Consolatricis afflictorum",Blessed Virgin Mary,Templum sive sanctuarium Mariale de Verdelais (Societatis Mariae),Verdelais,Burdigalensis (archidioecesis),Bordeaux,France,1856-07-02,1856-07-02,retrospective_attestation,Pius PP. XI,"Cardinalis Donnet, tunc archiepiscopus Burdigalensis",high,1
notre-dame-de-verdun-notre-dame-des-prodiges-ver,Notre-Dame de Verdun (Notre-Dame des Prodiges),"Marianum Simulacrum, sub nomine Dominae Nostrae « de Prodigiis » seu « de Viroduno »",Blessed Virgin Mary,Ecclesia Cathedralis Virodunensis,Verdun,Virodunensis,Verdun,France,1946-06-02,1946-06-02,retrospective_attestation,Pius PP. XII,,high,1
notre-dame-du-chene-vion,Notre Dame Du Chêne,,Blessed Virgin Mary,Basilique Notre-Dame du Chêne,Vion,,,France,1908-10-06,1908-10-06,chapter_decree,,,low,1
sainte-anne-d-auray-le-bourg-de-sainte-anne-pari,Sainte-Anne d'Auray,Statua Sanctae Annae,"other (St Anne, mother of the Blessed Virgin Mary)",Sanctuarium S. Annae (later raised to Basilica Minor),"le Bourg de Sainte-Anne, parish of Pluneret, near Auray, Brittany",Venetensis,Vannes,France,,,retrospective_attestation,Pius PP. IX; Pius PP. XI,,high,2
madonna-nera-della-misericordia-sancta-maria-mat,"Madonna Nera della Misericordia, Sancta Maria Mater Misericordiae",,Blessed Virgin Mary,Sankt Maria in der Kupfergasse,Cologne (Köln),,,Germany,1925-04-03,1925-04-03,chapter_decree,,,low,1
trosterin-der-betrubten-kevelaer-kevelaer,Trosterin der Betrübten (Kevelaer),Beata Maria Virgo Consolatrix afflictorum,Blessed Virgin Mary,Mariale sanctuarium / ecclesia paroecialis B. M. V. Consolatricis afflictorum,Kevelaer,Monasteriensis,Münster,Germany,1890,1890,retrospective_attestation,Pius PP. XI,Cardinalis Archiepiscopus Coloniensis (not named in the act),high,1
imago-beatae-mariae-virginis-olim-sanctae-mariae,,Imago Beatae Mariae Virginis (olim « Sanctae Mariae ad pratum » Susatii),Blessed Virgin Mary,"Ecclesia B. Mariae V. a Visitatione (Basilica Minor), entrusted to the Franciscans",Werl,Paderbornensis,Paderborn,Germany,1911,1911,retrospective_attestation,Pius PP. XII,,high,1
beata-maria-virgo-a-rosario-guatemala,,Beata Maria Virgo a Rosario,Blessed Virgin Mary,templum cathedrale dioecesis Altensis,,Altensis,Los Altos (Quetzaltenango–Totonicapán),Guatemala,,,papal_coronation_act,Ioannes Paulus PP. II,"Marius S. R. E. Cardinalis Casariego, archiepiscopus Guatimalensis",medium,1
nuestra-senora-del-rosario-guatemala-city,Nuestra Señora del Rosario,Beata Maria Virgo a Rosario (Nostra Domina a Rosario),Blessed Virgin Mary,"templum S. Dominici, henceforth titled Nostrae Dominae a Rosario",Guatemala City,Guatimalensis,Guatemala,Guatemala,1934,1934,retrospective_attestation,Paulus PP. VI,,high,1
our-lady-of-the-mount-bandra-bombay,Our Lady of the Mount,Imago Beatae Mariae Virginis de Monte,Blessed Virgin Mary,Templum B. Mariae V. de Monte (Basilica Minor),"Bandra, Bombay",Bombayensis,Bombay (Mumbai),India,,,papal_coronation_act,Pius PP. XII,"Valerianus Gracias, S. R. E. Cardinalis, Archiepiscopus Bombayensis",high,1
madonna-delle-grazie-italy,Madonna delle Grazie,imago almae Deiparae a gratiis nuncupatae,Blessed Virgin Mary,Sacrarium Beatae Mariae Virginis a gratiis in urbe episcopali dioecesis Thelesinae seu Cerretanae (templum saeculo XVI excitatum),,Thelesina seu Cerretana,Telese - Cerreto Sannita,Italy,1893,1893,retrospective_attestation,Paulus PP. VI,,medium,1
nostra-signora-del-rimedio-italy,Nostra Signora del Rimedio,Beatissima Virgo Maria a Remedio,Blessed Virgin Mary,Deiparae Templum (Arboreae),,Arborensis,Oristano (Arborea),Italy,,,retrospective_attestation,Pius PP. XII,,medium,1
santa-maria-delle-grazie-nella-chiesa-degli-agos,Santa Maria delle Grazie nella Chiesa degli Agostiniani di Aquapendente,,Blessed Virgin Mary,Chiesa degli Agostiniani (Madonna delle Grazie),Acquapendente,,,Italy,1742-05-20,1742-05-20,chapter_decree,,,medium,2
santa-maria-della-concezione-nella-cattedrale-d,Santa Maria della Concezione nella Cattedrale d'Aquapendente,,Blessed Virgin Mary,Cattedrale (Madonna della Concezione),Acquapendente (cathedral),,,Italy,1778,1778,chapter_decree,,,low,1
santa-maria-di-costantinopoli-nella-chiesa-di-s,Santa Maria di Costantinopoli nella Chiesa di S. Eustachio della Città d'Aquaviva,,Blessed Virgin Mary,Sant'Eustachio (Santa Maria di Costantinopoli),Acquaviva delle Fonti,,,Italy,1780,1780,chapter_decree,,,low,1
beata-maria-virgo-immaculata-agrigento,,Beata Maria Virgo Immaculata,Blessed Virgin Mary,"Templum Sancti Francisci Assisiensis, seu Sanctuarium B. Mariae Virginis Immaculatae",Agrigento,Agrigentina,Agrigento,Italy,1940,1940,retrospective_attestation,Pius PP. XII,,medium,1
santa-maria-della-rotonda-d-albano-albano,Santa Maria della Rotonda d'Albano,,Blessed Virgin Mary,Santa Maria della Rotonda,Albano,,,Italy,1729,1729,chapter_decree,,,low,1
madonna-del-pontelungo-albenga,Madonna del Pontelungo,Beata Maria Virgo a « Ponte Longo »,Blessed Virgin Mary,Templum Beatae Mariae Virginis a « Ponte Longo »,Albenga,Albinganensis,Albenga,Italy,,,retrospective_attestation,Pius PP. XII,,low,1
madonna-del-pianto-albino,Madonna del Pianto,,Blessed Virgin Mary,Santuario della Madonna del Pianto,Albino,,,Italy,1919-09-21,1919-09-21,chapter_decree,,,medium,1
santa-maria-de-miracoli-nella-chiesa-d-alcami-al,Santa Maria de' Miracoli nella Chiesa d'Alcami,,Blessed Virgin Mary,Madonna dei Miracoli,Alcamo,,,Italy,1782,1782,chapter_decree,,,low,1
image-alcamo,,,Blessed Virgin Mary,,Alcamo,,,Italy,1786,1786,chapter_decree,,,low,1
madonna-della-salve-alessandria,Madonna della Salve,,Blessed Virgin Mary,Cattedrale di San Pietro,Alessandria,,,Italy,1843-05-28,1843-05-28,chapter_decree,,,medium,1
madonna-di-valverde-alghero,Madonna di Valverde,Beatissima Virgo a « Valleviride »,Blessed Virgin Mary,Sanctuarium Vallisviridis (sanctuary of Valverde); the coronation itself took place in the cathedral of Alghero,Alghero,Algheriensis,Alghero,Italy,1948,1948,retrospective_attestation,Pius PP. XII,,medium,1
santa-maria-assunta-nella-cattedrale-d-amelia-am,Santa Maria Assunta nella Cattedrale d'Amelia,,Blessed Virgin Mary,Cattedrale,Amelia,,,Italy,1745,1745,chapter_decree,,,low,1
imago-deiparae-sub-titulo-reginae-omnium-sanctor,,Imago Deiparae sub titulo Reginae omnium Sanctorum,Blessed Virgin Mary,Cathedral church of St Cyriacus (formerly dedicated to St Laurence Martyr),Ancona,Anconitana (et Humana),Ancona (and Osimo/Umana),Italy,,,papal_personal_coronation,Pius PP. X; Pius PP. XI,,high,2
santa-maria-del-rosario-nella-chiesa-di-s-michel-2,Santa Maria del Rosario nella Chiesa di S. Michel Arcangelo di Antegnate,,Blessed Virgin Mary,San Michele Arcangelo (Madonna del Rosario),Antegnate,,,Italy,1751,1751,chapter_decree,,,low,1
madonna-delle-grazie-ardesio,Madonna delle Grazie,,Blessed Virgin Mary,Santuario della Madonna delle Grazie,Ardesio,,,Italy,1872-06-24,1872-06-24,chapter_decree,,,medium,1
nostra-signora-dell-annunziata-delle-olivette-ar,Nostra Signora dell’Annunziata delle Olivette,,Blessed Virgin Mary,Santuario di Nostra Signora Annunziata delle Olivette,Arenzano,,,Italy,1890,1890,chapter_decree,,,medium,1
sacra-infantis-pragensis-effigies-arenzano,,Sacra Infantis Pragensis effigies,Infant Jesus,"Templum Puero Iesu Pragensi dicatum, Carmelitarum Excalceatorum",Arenzano,Ianuensis,Genoa,Italy,1924-02-24,1924-02-24,retrospective_attestation,Pius PP. XI,"Raphael S. R. E. Cardinalis Merry del Val, Archipresbyter Capituli Vaticani",high,1
madonna-delle-grazie-asculum-in-piceno-ascoli-pi,Madonna delle Grazie,Beata Maria Virgo a Gratiis,Blessed Virgin Mary,sacrarium apud Basilicam cathedralem Asculanam in Piceno,Asculum in Piceno (Ascoli Piceno),Asculana in Piceno,Ascoli Piceno,Italy,1960,1960,retrospective_attestation,Ioannes PP. XXIII,,medium,1
madonna-della-santa-cintura-assisi,Madonna della Santa Cintura,,Blessed Virgin Mary with Child,S. Bartolo dei PP. Teatini,Assisi,,,Italy,,,chapter_decree,,,low,1
santa-maria-di-costantinopoli-d-avellino-avellin,Santa Maria di Costantinopoli d'Avellino,,Blessed Virgin Mary,Santa Maria di Costantinopoli,Avellino,,,Italy,1766,1766,chapter_decree,,,low,1
santa-maria-di-costantinopoli-di-bari-bari,Santa Maria di Costantinopoli di Bari,,Blessed Virgin Mary,Santa Maria di Costantinopoli,Bari,,,Italy,1771,1771,chapter_decree,,,low,1
santa-maria-delle-grazie-di-benevento-benevento,Santa Maria delle Grazie di Benevento,,Blessed Virgin Mary,Santa Maria delle Grazie,Benevento,,,Italy,1723,1723,chapter_decree,,,low,1
s-maria-annunziata-in-benevento-benevento,S. Maria Annunziata in Benevento,,Blessed Virgin Mary,Annunziata,Benevento,,,Italy,1754,1754,chapter_decree,,,low,1
santa-maria-dell-incoronata-nell-eremo-de-camald,Santa Maria dell'Incoronata nell'Eremo de' Camaldolesi,,Blessed Virgin Mary,Eremo dei Camaldolesi (Madonna Incoronata),"Benevento, church of the Camaldolese",,,Italy,1723,1723,chapter_decree,,,medium,2
santa-maria-del-lago-bertinoro,Santa Maria del Lago,Imago B. M. V. nuncupata de Lacu / Beatissima Virgo a Lacu,Blessed Virgin Mary with Child,"Chiesa di S. Maria del Lago (fuori di Bertinoro), in the custody of the Camaldolese monks of the Abbey of S. Maria d'Urano",Bertinoro,,Bertinoro,Italy,1705-08-09,1705-08-09,chapter_decree,,"Giovanni Battista Missiroli, Bishop of Bertinoro ('Jo. Baptista ... Epus Brittinorij', 'Monsignor Missiroli, Vescovo di Bertinoro')",high,2
madonna-della-quercia-bettola,Madonna della Quercia,Beata Maria Virgo a Quercu,Blessed Virgin Mary,sanctuary of the Madonna della Quercia in the town of Bettola (Val Nure),Bettola,Placentina,Piacenza,Italy,1920-09-05,1920-09-05,chapter_decree,Ioannes PP. XXIII,,medium,2
beata-maria-virgo-de-monte-carmelo-bologna,,Beata Maria Virgo de Monte Carmelo,Blessed Virgin Mary,"Templum Sancti Martini Episcopi, seu Sanctuarium Deiparae a Monte Carmelo",Bologna,Bononiensis,Bologna,Italy,1704,1704,retrospective_attestation,Pius PP. XII,,high,1
beata-maria-virgo-cum-divino-puero-iesu-a-victor,,"Beata Maria Virgo cum Divino puero Iesu, a Victoria dicta",Blessed Virgin Mary,Templum Abbatiale SS. Salvatoris,Bologna (Bononia),Bononiensis,Bologna,Italy,1875-08-15,1875-08-15,papal_coronation_act,Pius PP. IX,,high,1
madonna-di-valleverde-bovino,Madonna di Valleverde,,Blessed Virgin Mary,Santa Maria di Valleverde e San Lorenzo,Bovino,,,Italy,1876-08-29,1876-08-29,chapter_decree,,,medium,1
madonna-delle-grazie-brixia-brescia,Madonna delle Grazie,"Imago Almae Deiparae, Beata Maria Virgo a Gratiis",Blessed Virgin Mary,ecclesia Beatae Mariae Virginis a Gratiis (Santa Maria delle Grazie),Brixia (Brescia),Brixiensis,Brescia,Italy,1886,1886,retrospective_attestation,Ioannes PP. XXIII,,medium,1
imago-beatae-mariae-virginis-eodem-in-templo-exc,,"imago Beatae Mariae Virginis, eodem in templo exculta",Blessed Virgin Mary,cathedralis ecclesia Caesenatensis,Caesena (Cesena),Caesenatensis,Cesena,Italy,,,retrospective_attestation,Ioannes PP. XXIII,,medium,1
nostra-signora-di-bonaria-cagliari-calaris,Nostra Signora di Bonaria,Beata Virgo Maria a Bono Aere nuncupata (de Bonaria),Blessed Virgin Mary,Santuario di Nostra Signora di Bonaria,Cagliari (Calaris),Calaritana,Cagliari,Italy,1870-04-24,1870-04-24; 1926-04-24,chapter_decree,Pius PP. IX; Pius PP. XI,Caietanus Card. Bisleti,high,5
image-calatafimi,,,Blessed Virgin Mary,,Calatafimi,,,Italy,1778,1778,chapter_decree,,,low,1
santa-maria-delle-grazie-calatafimi,Santa Maria delle Grazie,,Blessed Virgin Mary,Santa Maria delle Grazie,Calatafimi,,,Italy,1778,1778,chapter_decree,,,low,1
madonna-di-conadomini-madonna-del-monte-caltagir,Madonna di Conadomini (Madonna del Monte),simulacrum Beatae Mariae Virginis quod « Conadomini » appellant,Blessed Virgin Mary,"Ecclesia Beatae Mariae Virginis in Caelum Assumptae, vulgo « Madonna del Monte » seu « Conadomini »",Caltagirone,Calatayeronensis,Caltagirone,Italy,,,retrospective_attestation,Paulus PP. VI,,medium,1
santa-maria-in-via-di-camerino-camerino,Santa Maria in Via di Camerino,,Blessed Virgin Mary,Santa Maria in Via,Camerino,,,Italy,1684,1684,chapter_decree,,,low,1
madonna-del-transito-canoscio-citta-di-castello,Madonna del Transito,Imago Dormitionis Deiparae Genetricis,Blessed Virgin Mary,Sanctuarium « Colle di Canoscio »,Canoscio (Città di Castello),Civitatis Castelli,Città di Castello,Italy,1888,1888,retrospective_attestation,Ioannes Paulus PP. II,,medium,1
madonna-del-pozzo-capurso,Madonna del Pozzo,,Blessed Virgin Mary,Basilica di Santa Maria del Pozzo,Capurso,,,Italy,1852-05-20,1852-05-20,chapter_decree,,,medium,1
madonna-del-castello-regina-degli-apostoli-carag,"Madonna del Castello, Regina degli Apostoli",,Blessed Virgin Mary,Santuario della Madonna del Castello,Caraglio,,,Italy,1910-05-22,1910-05-22,chapter_decree,,,medium,1
santa-maria-fonte-de-miracoli-caravaggio,Santa Maria Fonte de' Miracoli,B. M. V. Fontis Miraculorum Caravaggii / Alma Virgo Maria S.cta Miraculorum,Blessed Virgin Mary,"Ecclesia Parochialis B. M. Virginis Fontis Miraculorum, Caravaggio",Caravaggio,,Cremona ('Caravaggii Cremonen. diœcesis'),Italy,1710-09-29,1710-09-29,chapter_decree,,"the diocesan bishop, who imposed the crown in pontificals (name OCR-garbled: 'Ill.mus D. Card.lis Octavianus Acciaioli ... Ep.o Vercellensis')",medium,2
santa-maria-preziosa-casal-di-principe,Santa Maria Preziosa,,Blessed Virgin Mary,Santissimo Salvatore,Casal di Principe,,,Italy,1908-09-08,1908-09-08; 1958,chapter_decree,,,medium,2
beata-maria-virgo-a-miraculis-casalbordino,,Beata Maria Virgo « a Miraculis »,Blessed Virgin Mary,Ecclesia prope municipium « Casalbordino »,Casalbordino,Vastensis,Vasto (now Chieti-Vasto),Italy,1899-06-11,1899-06-11,retrospective_attestation,Pius PP. XII,,high,1
santa-maria-nella-chiesa-de-cappucini-di-casal-p,Santa Maria nella Chiesa de Cappucini di Casal Posterlengo,,Blessed Virgin Mary,Santissima Maria Madre del Salvatore (Madonna dei Cappuccini),Casalpusterlengo,,,Italy,1780-09-03,1780-09-03,chapter_decree,,,medium,2
madonna-della-salute-castel-goffredo-godium,Madonna della Salute,Beata Maria Virgo vulgo « Madonna della Salute » (olim « del terraglio »),Blessed Virgin Mary,Ecclesia paroecialis B. Mariae Virginis « Madonna della Salute »,Castel Goffredo (Godium),Mantuana,Mantua,Italy,1945-11-04,1945-11-04,retrospective_attestation,Pius PP. XII,"Adeodatus Ioannes Piazza, S.R.E. Cardinalis, Patriarch of Venice",high,1
santa-maria-ad-rupes-castel-sant-elia-sancti-eli,Santa Maria ad Rupes,"Sacerrimum Virginis simulacrum, S. Maria ad Rupes",Blessed Virgin Mary,Sanctuarium S. Mariae ad Rupes,"Castel Sant'Elia (sancti Eliae Castrum), vallis Suppentonia",Nepesina,Nepi,Italy,,,retrospective_attestation,Pius PP. X,,high,1
santa-maria-assunta-del-castello-del-piano-caste,Santa Maria Assunta del Castello del Piano,,Blessed Virgin Mary,Santa Maria Assunta,"Castel del Piano, diocese of Chiusi",,,Italy,1771,1771,chapter_decree,,,low,1
image-castellammare-del-golfo,,,Blessed Virgin Mary,,Castellammare del Golfo,,,Italy,1797,1797,chapter_decree,,,low,1
santa-maria-di-pozzano-castellammare-di-stabia-c,Santa Maria di Pozzano,"vetustissima Imago Virginis Deiparae, B. Virgo a Pozzano",Blessed Virgin Mary,Sanctuarium Mariale in colle vulgo Pozzano (Ord. Minimorum),Castellammare di Stabia (Castrum Maris seu Stabia),Stabiensis,Castellammare di Stabia,Italy,1874-07-02,1874-07-02,chapter_decree,Benedictus PP. XV,,high,2
santa-maria-di-portosalvo-castellammare-di-stabi,Santa Maria di Portosalvo,,Blessed Virgin Mary,Santa Maria di Portosalvo,Castellammare di Stabia (Portosalvo),,,Italy,1897-08-08,1897-08-08,chapter_decree,,,medium,1
beata-vergine-della-sanita-castellammare-di-stab,Beata Vergine della Sanità,,Blessed Virgin Mary,Santuario di Santa Maria della Sanità,Castellammare di Stabia (Quisisana),,,Italy,1912-04-21,1912-04-21,chapter_decree,,,medium,1
santa-maria-della-misericordia-castelleone,Santa Maria della Misericordia,,Blessed Virgin Mary,Santuario della Beata Vergine della Misericordia,Castelleone,,,Italy,1886-09-12,1886-09-12,chapter_decree,,,medium,1
santa-maria-di-s-pietro-del-piano-castrenaro-cas,Santa Maria di S. Pietro del Piano Castrenaro,,Blessed Virgin Mary,San Pietro del Piano,"Castro (Piano di Castro), diocese of Sovana",,,Italy,1752,1752,chapter_decree,,,low,1
madonna-dell-olmo-cava-de-tirreni,Madonna dell’Olmo,,Blessed Virgin Mary,Basilica di Maria Santissima Incoronata dell'Olmo,Cava de' Tirreni,,,Italy,1766-06-15,1766-06-15; 1924,chapter_decree,,,medium,3
santa-maria-nella-chiesa-de-cappucini-cefalu,Santa Maria nella Chiesa de' Cappucini,,Blessed Virgin Mary,Chiesa dei Cappuccini,Cefalù,,,Italy,1760,1760,chapter_decree,,,low,1
sacra-imago-beatae-mariae-virginis-de-horto-chia,,Sacra Imago Beatae Mariae Virginis de Horto,Blessed Virgin Mary,Cathedral church of B. M. V. de Horto (originally an image painted in 1493 on a garden wall),"Chiavari (Clavarium), Liguria",Clavarensis,Chiavari,Italy,1645,1645,retrospective_attestation,Pius PP. X,,medium,1
santa-maria-dell-orto-di-chiaveri-chiavari-clava,Santa Maria dell'Orto di Chiaveri,,Blessed Virgin Mary,Santuario di Nostra Signora dell'Orto,"Chiavari (Clavarium), Liguria",,,Italy,1767,1767,chapter_decree,,,low,1
santa-maria-di-cibbona-vicino-alla-tolfa-cibona,Santa Maria di Cibbona vicino alla Tolfa,"Beata Virgo Maria [de Cibona], nunc vero Montis Urbani (OCR: 'Beatæ Virgini Mariali Citori, nunc vero montis Urbani')",Blessed Virgin Mary with Child,"Chiesa del Sacro Eremo di Cibona, dei PP. Eremiti di Monte Senario","Cibona / Monte Urbano (Eremo di Cibona, territory of Tolfa)",,Sutri,Italy,1704-06-01,1704-06-01,chapter_decree,,"R.mus D. Melchior [surname garbled], canon of the Vatican Basilica, ex Cubicularius honoris of Clement XI, 'specialiter deputatus'",high,2
