series,volume,year,page,act_number,act_type,pope,citation,source_pdf_url,evidence_type,rubric_latin,incipit_latin,image_title_latin,image_title_vernacular,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,act_date,coronation_date,legate,confidence,notes
AAS,40,1948,363,I,Litterae Apostolicae,Pius PP. XII,"AAS 40 (1948), p. 363",https://www.vatican.va/archive/aas/documents/AAS-40-1948-ocr.pdf,retrospective_attestation,"AD TITULUM AC DIGNITATEM BASILICAE MINORIS EVEHITUR TEMPLUM B. MARIAE V. A SACRATISSIMO ROSARIO IN URBE « TALPA », DIOECESIS TEPICENSIS, EXSTANS.","Mirum in modum conspicitur, in loco eminens perexcelso atque edito, in parva urbe « Talpa » vulgo nuncupata, Tepicensis intra fines dioecesis",Beata Maria Virgo a Sacratissimo Rosario,Nuestra Señora del Rosario de Talpa,Blessed Virgin Mary,Sanctuarium B. Mariae Virginis a Sacratissimo Rosario,Talpa (Talpa de Allende),Tepicensis,Tepic,Mexico,1946-11-27,1923,,high,"Basilica Minor act; coronation attested in passing: 'ipsa Deiparae Virginis Imago ... aureo fulgens diademate, quo sollemniter anno MCMXXIII per Capituli Vaticani decretum redimita est'. Country inferred from the diocese of Tepic and the commendation of the Archbishop of Mexico ('Archiepiscopi Mexicani'). Vernacular title is the Spanish form of the Latin title; the act gives only 'Talpa' and the Latin title."
AAS,40,1948,445,II,Litterae Apostolicae,Pius PP. XII,"AAS 40 (1948), p. 445",https://www.vatican.va/archive/aas/documents/AAS-40-1948-ocr.pdf,retrospective_attestation,"ECCLESIA PAROECIALIS, GODII IN ARCE MANTUANAE DIOECESIS EXTANS, DEO IN HONOREM B. MARIAE V. VULGO « MADONNA DELLA SALUTE » DICATA, BASILICIS MINORIBUS ACCENSETUR.","Ut pretiosissima gemma in aureo anulo sic Ecclesia, in qua pervetusta Imago Beatae Mariae Virginis sub titulo v. « Madonna della Salute » ditissimo fulget diademate",Beata Maria Virgo vulgo « Madonna della Salute » (olim « del terraglio »),Madonna della Salute,Blessed Virgin Mary,Ecclesia paroecialis B. Mariae Virginis « Madonna della Salute »,Castel Goffredo (Godium),Mantuana,Mantua,Italy,1946-08-15,1945-11-04,"Adeodatus Ioannes Piazza, S.R.E. Cardinalis, Patriarch of Venice",high,"Basilica Minor act recording a coronation carried out in the Pope's name: 'ditissimo fulget diademate Eidem sollemniter imposito Nostro Nomine die iv mensis Novembris superioris anni a Dilecto Filio Nostro Adeodato Ioanne S.R.E. Presbytero Cardinali Piazza, Venetiarum Patriarcha' — and later 'auctoritate Nostra, per similes Apostolicas Litteras die xxix mensis Octobris eiusdem anni sub anulo Piscatoris datas, aurea corona gemmata ... sollemniter redimita est fictilis perantiqua Imago'. 'superioris anni' relative to the act (15 Aug 1946) gives 4 Nov 1945; the enabling Apostolic Letters are dated 29 Oct 1945. Terracotta image found within the walls of the castle of Godium in 1702, popularly 'del terraglio'. Passage printed_page was 447; act begins on printed p. 445. 'Godium' is Castel Goffredo (Mantua) — identification inferred from 'Godii in arce ... in ripa Mincii ... Gonzaga Marchionum'."
AAS,40,1948,448,III,Litterae Apostolicae,Pius PP. XII,"AAS 40 (1948), p. 448",https://www.vatican.va/archive/aas/documents/AAS-40-1948-ocr.pdf,retrospective_attestation,"AD DIGNITATEM ET HONOREM BASILICAE MINORIS EVEHITUR ECCLESIA PAROECIALIS DEO IN HONOREM S. MARTINI DICATA ET IN CIVITATE POSITA, CUI NOMEN VULGO « HAL », INTRA FINES ARCHIDIOECESIS MECHLINIENSIS.","Paroecialis Ecclesiae, Deo in honorem Sancti Martini dicatae, intra fines Archidioecesis Mechliniensis, in civitate cui nomen Hallae, vulgo « Hal » exstantis",Beata Maria Virgo Hallensis,Notre-Dame de Hal / Onze-Lieve-Vrouw van Halle,Blessed Virgin Mary,Ecclesia paroecialis Sancti Martini,Halle (Hal),Mechliniensis,Mechelen,Belgium,1946-08-15,1874-10-04,,high,"Basilica Minor act; coronation attested in passing: 'Inclyta Imago diademate redimita fuit, nomine Pii Pp. IX, ab Archiepiscopo Mechliniensi die iv mensis Octobris anno MDCCCLXXIV'. The crowning Archbishop of Mechelen is not named, so legate left null. Country explicit ('in Belgio'). Passage printed_page was 449; act begins on printed p. 448. Vernacular forms supplied from the act's own 'Notre Dame de Hai' (OCR for 'Hal') and the town name."
AAS,40,1948,494,III,Litterae Apostolicae,Pius PP. XII,"AAS 40 (1948), p. 494",https://www.vatican.va/archive/aas/documents/AAS-40-1948-ocr.pdf,retrospective_attestation,"ECCLESIA COLLEGIALIS B. MARIAE V., VULGO DICTA « DE SAN JUAN DE LOS LAGOS », INTRA FINES ARCHIDIOECESIS GUADALAJARENSIS, HONORIBUS BASILICAE MINORIS INSIGNITUR.","De historia Ecclesiae Collegialis B. Mariae Virginis vulgo dictae « de San Juan de los Lagos », de nobili eius structurae genere, pulchritudine, maiestate",Beata Maria Virgo « de San Juan »,Nuestra Señora de San Juan de los Lagos,Blessed Virgin Mary,Ecclesia Collegialis B. Mariae Virginis « de San Juan de los Lagos »,San Juan de los Lagos,Guadalaiarensis,Guadalajara,Mexico,1947-05-01,,,high,"Basilica Minor act; coronation attested in passing: 'Diademate pretiosissimo ipsa Imago Beatae Mariae Virginis « de San Juan » benigna concessione rec. mem. Decessoris Nostri Pii Pp. X, per Decretum Capituli Vaticani, redimita fuit'. No year is given for the coronation. Country ('Mexicanae ditionis Praesulum') from the act itself."
AAS,40,1948,540,III,Litterae Apostolicae,Pius PP. XII,"AAS 40 (1948), p. 540",https://www.vatican.va/archive/aas/documents/AAS-40-1948-ocr.pdf,retrospective_attestation,"TEMPLUM IN HONOREM B. MARIAE VIRGINIS, MATRIS DESERTORUM, DEO VALENTIAE IN HISPANIA DICATUM, PRIVILEGIIS BASILICAE MINORIS HONESTATUR.","Valentiam, quae ceteras inter Hesperiae civitates pulchra est appellata, pulcherrimum excolit templum, in honorem Beatae Mariae Virginis, titulo Matris Desertorum, aedificatum","Beata Maria Virgo, Mater Desertorum",Nuestra Señora de los Desamparados / Mare de Déu dels Desamparats,Blessed Virgin Mary,"Templum B. Mariae Virginis Matris Desertorum, vulgo « Regalis Cappella »",Valencia,Valentina,Valencia,Spain,1948-04-21,1923,,high,"Basilica Minor act; coronation attested in passing: 'Anno denique mcmxxiii Imago veneranda, maximo universi populi gaudio, ex indulto Pii PP. XI aurea corona canonice redimita est'; the act also notes the Archbishop's plan to consecrate the church in the coming May on the 25th anniversary of the crowning. Country explicit in the rubric ('Valentiae in Hispania'). Vernacular titles supplied as the Spanish/Valencian forms of 'Mater Desertorum'."
AAS,41,1949,490,II,Litterae Apostolicae,Pius PP. XII,"AAS 41 (1949), p. 490",https://www.vatican.va/archive/aas/documents/AAS-41-1949-ocr.pdf,retrospective_attestation,"BASILICAE MINORIS HONORIBUS DECORATUR ECCLESIA CATHEDRALIS VIRDUNENSIS, IN GALLIA.","Mirabile itidemque haud commune privilegium vetustae Virodunensi Ecclesiae Cathedrali, in Gallia, eminentissimus Deus largitus est","Marianum Simulacrum, sub nomine Dominae Nostrae « de Prodigiis » seu « de Viroduno »",Notre-Dame de Verdun (Notre-Dame des Prodiges),Blessed Virgin Mary,Ecclesia Cathedralis Virodunensis,Verdun,Virodunensis,Verdun,France,1947-09-08,1946-06-02,,high,"Basilica Minor act for Verdun cathedral; the coronation clause falls on printed p. 491, but the act opens on p. 490, so aas_page is the act's start page. Coronation clause: 'Marianum praesertim Simulacrum, quod ibidem magna devotione colitur, per Venerabilem Fratrem Angelum Iosephum Roncalli, Mesembrianum titularem Archiepiscopum, Apostolicum in Gallia Nostrum Nuntium, postridie Kalendas Iunias superiore anno, corona auro gemmisque distincta redimitum fuit.' Crowned not by a deputed Legate but by the Apostolic Nuncio to France, Angelo Giuseppe Roncalli (later John XXIII), hence 'legate' left null. coronation_date derived: 'postridie Kalendas Iunias' = 2 June; 'superiore anno' relative to the act's Datum (8 Sept 1947) = 1946 — verify. OCR of the rubric reads 'VIRDU-NENSIS' (line-break); correct form is presumably VIRODUNENSIS. Vernacular title is a rendering of the Latin 'Dominae Nostrae de Prodigiis seu de Viroduno'; not given in the text."
AAS,41,1949,541,II,Litterae Apostolicae,Pius PP. XII,"AAS 41 (1949), p. 541",https://www.vatican.va/archive/aas/documents/AAS-41-1949-ocr.pdf,retrospective_attestation,TITULO ET PRIVILEGIIS BASILICAE MINORIS DITATUR ECCLESIA CATHEDRALIS CIVITATIS AC DIOECESIS FAVENTINAE.,"« Faventia fidelis » : conciso hoc uno dicto iure meritoque appellanda atque, prout nomen ipsum suadere videtur",Beata Maria Virgo « Maria opifera » seu « gratiarum »,Madonna delle Grazie,Blessed Virgin Mary,"Ecclesia Cathedralis Sancti Petri Apostoli, in Sacello B. Mariae Virginis",Faenza,Faventina,Faenza,Italy,1949-02-11,1931,"Michael Lega, S.R.E. Cardinalis",high,"Basilica Minor act; coronation attested in passing: 'cuius Imaginem rec. mem. faventinus Sanctae Romanae Ecclesiae Cardinalis Michael Lega, proximi Decessoris Nostri nomine, aurea corona, anno MCMXXXI, sollemniter redimivit' — i.e. crowned 1931 by Cardinal Michele Lega in the name of Pius XI. Passage printed_page was 542; act begins on printed p. 541. Vernacular title supplied as the Italian form of 'Maria gratiarum'."
AAS,42,1950,174,II,Litterae Apostolicae,Pius PP. XII,"AAS 42 (1950), p. 174",https://www.vatican.va/archive/aas/documents/AAS-42-1950-ocr.pdf,retrospective_attestation,BEATA MARIA VIRGO A « VALLEVIRIDE » CIVITATIS AC DIOECESIS ALGHERIENSIS PATRONA CAELESTIS AEQUE PRINCIPALIS DECLARATUR.,"Augustissimam coeli Reginam, gratiarum omnium apud Deum sequestram, miserentissimam exsulum Hevae filiorum consolatricem, in universo catholico orbe, hac lacrimabili maiorum tempestate",Beatissima Virgo a « Valleviride »,Madonna di Valverde,Blessed Virgin Mary,Sanctuarium Vallisviridis (sanctuary of Valverde); the coronation itself took place in the cathedral of Alghero,Alghero,Algheriensis,Alghero,Italy,1949-03-25,1948,,medium,"Patron-declaration act; coronation attested in passing on printed p. 175: « Quem Sanctissimae Deiparae triumphum conclusit sollemnis memoratae Imaginis coronatio, ex concessione Capituli Patriarchalis Basilicae Vaticanae, in Templo Cathedrali Algheriensi peracta ». Crowned by concession of the Vatican Chapter, not by a papal act. The year is not stated; the surrounding narrative places it in 'superiore anno' relative to the Datum of 25 March 1949, hence 1948 — verify. The candidate passage is keyed to printed p. 175; the act begins on p. 174, which is cited here. OCR rubric reads 'VALLEYTRIDE' (repaired to VALLEVIRIDE)."
AAS,42,1950,544,I,Litterae Apostolicae,Pius PP. XII,"AAS 42 (1950), p. 544",https://www.vatican.va/archive/aas/documents/AAS-42-1950-ocr.pdf,retrospective_attestation,"ECCLESIA PAROECIALIS DEO IN HONOREM « NOSTRAE DOMINAE » DICATA, IN CIVITATE « GRAY » ARCHIDIOECESIS BISUNTINAE POSITA, PRIVILEGIIS BASILICAE MINORIS HONESTATUR.","Insigne pietatis, historiae artisque monumentum Ecclesiam paroecialem, Deo in honorem « Nostrae Dominae » civitatis vulgo « Gray » dicatam",Nostra Domina civitatis « Gray »,Notre-Dame de Gray,Blessed Virgin Mary,Ecclesia paroecialis Nostrae Dominae,Gray,Bisuntina,Besançon,France,1948-07-16,1909,,high,"Basilica Minor act; coronation attested in passing: 'cujus prodigiosum Simulacrum cives ipsi atque peregrini summa pietate venerantur, praesertim ex quo auctoritate ac nomine fel. rec. Decessoris Nostri Pii Pp. X, anno MCMIX, corona aurea redimitum fuit' (OCR prints 'MCMTX' for MCMIX). Country explicit ('intra Bisuntinae Archidioeceseos fines in Gallia')."
AAS,42,1950,591,II,Litterae Apostolicae,Pius PP. XII,"AAS 42 (1950), p. 591",https://www.vatican.va/archive/aas/documents/AAS-42-1950-ocr.pdf,retrospective_attestation,"BEATA MARIA VIRGO, « MADONNA DEL PONTELUNGO » NUNCUPATA, CIVITATIS AC DIOECESIS ALBINGANENSIS PATRONA CAELESTIS DECLARATUR EIUSDEMQUE FESTUM CERTA DIE STATUITUR.","Qua Augustus Imperator Arociae fluvio in finibus Ingaunorum sublimen et artificiosum iniecerat pontem, ut viatorum commoditati consuleret",Beata Maria Virgo a « Ponte Longo »,Madonna del Pontelungo,Blessed Virgin Mary,Templum Beatae Mariae Virginis a « Ponte Longo »,Albenga,Albinganensis,Albenga,Italy,1949-07-08,,,low,"Patron-declaration act. The only crowning statement is 'Hoc quippe Simulacrum, septies usque adhuc, maxima supplicum turba stipante, corona redimitum, coli atque observari numquam desiit' — the image has been crowned seven times so far; NO papal authority, date or agent is named, so this may not be a canonical papal coronation. Flagged for human check. The image is a 1502 triptych panel painting of the Virgin with the Divine Infant holding the keys of Albenga. Passage printed_page was 592; act begins on printed p. 591."
AAS,43,1951,156,I,Litterae Apostolicae,Pius PP. XII,"AAS 43 (1951), p. 156",https://www.vatican.va/archive/aas/documents/AAS-43-1951-ocr.pdf,retrospective_attestation,"BEATA MARIA VIRGO « A MIRACULIS », IN AEDE LOCI « CASALBORDINO » VENERATA, TOTIUS THEATINAE ARCHIDIOECESIS PRAECIPUA PATRONA CONSTITUITUR.","Mirum sane quot Templa Marialia Itala tellus, virtutis rectique cultus praecipua altrix, arcana quadam fecunditate quasi procreaverit",Beata Maria Virgo « a Miraculis »,,Blessed Virgin Mary,Ecclesia prope municipium « Casalbordino »,Casalbordino,Vastensis,Vasto (now Chieti-Vasto),Italy,1950-07-31,1899-06-11,,high,"Patron-declaration act; states in passing that the Vatican Chapter (Capitulum Vaticanum) crowned the image with a golden crown on 11 June 1899: 'quod Capitulum Vaticanum die xi mensis Iunii, anno MDCCCXCIX, inter Christifidelium acclamantium vota, aurea corona voluit redimitum'. The shrine lies in the diocese of Vasto, while the patronage granted is over the whole Archdiocese of Chieti (Theatina)."
AAS,43,1951,268,II,Litterae Apostolicae,Pius PP. XII,"AAS 43 (1951), p. 268",https://www.vatican.va/archive/aas/documents/AAS-43-1951-ocr.pdf,retrospective_attestation,"ECCLESIA SANCTI MATERNI, IN OPPIDO « WALCOURT » DIOECESIS NAMURCENSIS EXSTANS, BASILICAE MINORIS TITULO AC PRIVILEGIIS COHONESTATUR.","Excultioribus Templis magisque religiosis ac frequentibus nullo non tempore Sedes Apostolica decus addere solebat, quo Christifidelium pietatem impensius exacueret et amplificaret.","signum Beatae Mariae Virginis, durateum, argento obductum, arte « Romanica » conspicuum",,Blessed Virgin Mary,"Ecclesia Sancti Materni, Walcourt",Walcourt,Namurcensis,Namur,Belgium,1950-05-13,1875,,medium,"Basilica Minor act; coronation attested in passing on printed p. 269: « expleto LXXV anno a quo hoc signum auctoritate Pii PP. IX, fel. mem., Decessoris Nostri, aurea redimitum est corona ». The year is not stated outright: 1875 is derived from the 75 years said to have elapsed as of this act (Datum 13 May 1950) — verify. The candidate passage is keyed to printed p. 269; the act begins on p. 268, which is cited here. `pope` is the pope of the act (Pius XII); the crowning itself was by authority of Pius IX."
AAS,43,1951,669,IV,Litterae Apostolicae,Pius PP. XII,"AAS 43 (1951), p. 669",https://www.vatican.va/archive/aas/documents/AAS-43-1951-ocr.pdf,retrospective_attestation,"AD DIGNITATEM ET HONOREM BASILICAE MINORIS EVEHITUR PAROECIALIS ECCLESIA S. MARGARITAE, V. ET M., IN CIVITATE « SANTA MARGHERITA LIGURE », INTRA FINES CLAVARENSIS DIOECESIS EXSTANS.","« Quasi plantatio rosae » exaltata in populo christiano, cui dat « suavitatem odoris », Beatissima Virgo Maria, divino testante praeconio, semper habita est",Dei Genetricis Imago « a Rosa »,,Blessed Virgin Mary,Ecclesia paroecialis S. Margaritae V. et M. (Basilica Minor),Santa Margherita Ligure,Clavarensis,Chiavari,Italy,1951-01-26,1776,,medium,"Basilica Minor elevation; attests in passing 'ex quo Dei Genetricis Imago « a Rosa » appellata, est aurea corona redimita' on the occasion of the 175th anniversary ('faustam septuagesimi quinti anni, supra centesimum, opportunitatem nactus'). Coronation year 1776 is computed by subtracting 175 from the act date 1951 — not stated verbatim; a checker should verify. Passage begins mid-rubric; rubric restored from txt/AAS-43-1951-ocr.txt. Act begins on printed page 669 (passage was indexed at 670)."
AAS,43,1951,724,II,Litterae Apostolicae,Pius PP. XII,"AAS 43 (1951), p. 724",https://www.vatican.va/archive/aas/documents/AAS-43-1951-ocr.pdf,retrospective_attestation,"ECCLESIA DEO IN HONOREM B. MARIAE V. DICATA, IN OPPIDO « LA GUERCHE DE BRETAGNE » IN GALLIA POSITA, INTRA RHEDONENSIS ARCHIDIOECESIS FINES, TITULO BASILICAE MINORIS ORNATUR.","Tanta in populo christiano fuit semper, inde a prioribus Ecclesiae saeculis, erga Deiparam Virginem pietas, ut haud raro quaedam urbs","Beatae Mariae Virginis statua, saeculo XVI sculpta, « Mariae Virginis de la Guerche » celtica lingua nuncupatum",Notre-Dame de la Guerche,Blessed Virgin Mary,"Ecclesia paroecialis et collegialis B. Mariae Virginis, La Guerche-de-Bretagne",La Guerche-de-Bretagne,Rhedonensis,Rennes,France,1951-03-12,1937,"Emmanuel Caelestinus S. R. E. Cardinalis Suhard, then Archbishop of Reims, later of Paris",medium,"Basilica Minor act; the clause on printed p. 725 reads: « ... quae a desideratissimo S. R. E. Presbytero Cardinali Emmanuele Caelestino Suhard, tunc Rhemensi postea Parisiensi Archiepiscopo, anno MCMXXXVII sollemni est pompa redimita ». Note that 'corona' / 'diademate' is not expressed — 'redimita' is used absolutely — so that this is a coronation is a reading of the standard AAS formula and should be verified. The vernacular title is a normalisation of the Latin 'de la Guerche' given in the text. The candidate passage is keyed to printed p. 725; the act begins on p. 724, which is cited here."
AAS,43,1951,726,III,Litterae Apostolicae,Pius PP. XII,"AAS 43 (1951), p. 726",https://www.vatican.va/archive/aas/documents/AAS-43-1951-ocr.pdf,retrospective_attestation,"TEMPLUM IN HONOREM B. MARIAE V. IN CAELUM ASSUMPTAE DEO CONSECRATUM, IN OPPIDO « LUGO » IMOLENSIS DIOECESIS HONORIBUS BASILICAE MINORIS INSIGNITUR.","Templi, honori Beatae Mariae Virginis Caelo receptae sacri et in oppido « Lugo », intra fines Imolensis dioecesis, constituti, magna est, ut accepimus, religio atque antiquitas",signum Almae Deiparae,Madonna del Molino,Blessed Virgin Mary,"Ecclesia B. Mariae V. in Caelum Assumptae (Basilica Minor), Lugo",Lugo,Imolensis,Imola,Italy,1951-04-13,1856,,high,"Basilica Minor elevation; attests 'Pius Pp. IX, Decessor Noster, olim loci illius Episcopus, imaginem, tot laudibus ornatam, anno MDCCCLVI, aureo diademate iussit redimiri' — i.e. crowned by order of Pius IX in 1856. The image was translated to the new church in 1943 ('anno MCMXLIII', OCR 'MCMXL i n')."
